settlement_batch_id,payment_id,gross_amount,fee_amount,tax_amount,adjustment_amount,net_contribution
SET_1038,PAY_372,1524.50,30.4900,5.4882,0.0000,1488.5218
SET_1038,PAY_373,1541.50,30.8300,5.5494,0.0000,1505.1206
SET_1038,PAY_374,1558.50,31.1700,5.6106,0.0000,1521.7194
SET_1038,PAY_375,15000.00,300.0000,54.0000,0.0000,14646.0000
SET_1038,PAY_376,1592.50,31.8500,5.7330,0.0000,1554.9170
SET_1038,PAY_377,1609.50,32.1900,5.7942,0.0000,1571.5158
SET_1038,PAY_378,1626.50,32.5300,5.8554,0.0000,1588.1146
SET_1038,PAY_379,1643.50,32.8700,5.9166,0.0000,1604.7134
SET_1038,PAY_380,1660.50,0.0000,0.0000,1660.50,0.0000
SET_1039,PAY_381,1677.50,33.5500,6.0390,0.0000,1637.9110
SET_1039,PAY_382,1694.50,33.8900,6.1002,0.0000,1654.5098
SET_1039,PAY_383,1711.50,34.2300,6.1614,0.0000,1671.1086
SET_1039,PAY_384,1728.50,34.5700,6.2226,0.0000,1687.7074
SET_1039,PAY_385,1745.50,34.9100,6.2838,0.0000,1704.3062
SET_1039,PAY_386,1762.50,35.2500,6.3450,0.0000,1720.9050
SET_1039,PAY_387,1779.50,35.5900,6.4062,0.0000,1737.5038
SET_1039,PAY_388,1796.50,35.9300,6.4674,0.0000,1754.1026
SET_1039,PAY_389,1813.50,36.2700,6.5286,0.0000,1770.7014
SET_1039,PAY_390,15000.00,300.0000,54.0000,0.0000,14646.0000
SET_1040,PAY_391,1847.50,36.9500,6.6510,0.0000,1803.8990
SET_1040,PAY_392,1864.50,37.2900,6.7122,0.0000,1820.4978
SET_1040,PAY_393,1881.50,37.6300,6.7734,0.0000,1837.0966
SET_1040,PAY_394,1898.50,37.9700,6.8346,0.0000,1853.6954
SET_1040,PAY_395,1915.50,38.3100,6.8958,0.0000,1870.2942
SET_1040,PAY_396,1932.50,38.6500,6.9570,0.0000,1886.8930
SET_1040,PAY_397,1949.50,38.9900,7.0182,0.0000,1903.4918
SET_1040,PAY_398,1966.50,39.3300,7.0794,0.0000,1920.0906
SET_1040,PAY_399,1983.50,39.6700,7.1406,0.0000,1936.6894
SET_1040,PAY_400,2000.50,0.0000,0.0000,2000.50,0.0000
SET_1041,PAY_401,2017.50,40.3500,7.2630,0.0000,1969.8870
SET_1041,PAY_402,2034.50,40.6900,7.3242,0.0000,1986.4858
SET_1041,PAY_403,2051.50,41.0300,7.3854,0.0000,2003.0846
SET_1041,PAY_404,2068.50,41.3700,7.4466,0.0000,2019.6834
SET_1041,PAY_405,15000.00,300.0000,54.0000,0.0000,14646.0000
SET_1041,PAY_406,2102.50,42.0500,7.5690,0.0000,2052.8810
SET_1041,PAY_407,2119.50,42.3900,7.6302,0.0000,2069.4798
SET_1041,PAY_408,2136.50,42.7300,7.6914,0.0000,2086.0786
SET_1041,PAY_409,2153.50,43.0700,7.7526,0.0000,2102.6774
SET_1041,PAY_410,2170.50,43.4100,7.8138,0.0000,2119.2762
SET_1042,PAY_411,2187.50,43.7500,7.8750,1014.9750,1120.9000
SET_1042,PAY_412,2204.50,44.0900,7.9362,0.0000,2152.4738
SET_1042,PAY_413,2221.50,44.4300,7.9974,0.0000,2169.0726
SET_1042,PAY_414,2238.50,44.7700,8.0586,0.0000,2185.6714
SET_1042,PAY_415,2255.50,45.1100,8.1198,0.0000,2202.2702
SET_1042,PAY_416,2272.50,45.4500,8.1810,0.0000,2218.8690
SET_1042,PAY_417,2289.50,45.7900,8.2422,0.0000,2235.4678
SET_1042,PAY_418,2306.50,46.1300,8.3034,0.0000,2252.0666
SET_1042,PAY_419,2323.50,46.4700,8.3646,0.0000,2268.6654
SET_1042,PAY_420,15000.00,0.0000,0.0000,15000.00,0.0000
SET_1043,PAY_421,2357.50,47.1500,8.4870,0.0000,2301.8630
SET_1043,PAY_422,2374.50,47.4900,8.5482,0.0000,2318.4618
SET_1043,PAY_423,2391.50,47.8300,8.6094,0.0000,2335.0606
SET_1043,PAY_424,2408.50,48.1700,8.6706,0.0000,2351.6594
SET_1043,PAY_425,2425.50,48.5100,8.7318,0.0000,2368.2582
SET_1043,PAY_426,2442.50,48.8500,8.7930,0.0000,2384.8570
SET_1043,PAY_427,2459.50,49.1900,8.8542,0.0000,2401.4558
SET_1043,PAY_428,2476.50,49.5300,8.9154,0.0000,2418.0546
SET_1043,PAY_429,2493.50,49.8700,8.9766,0.0000,2434.6534
SET_1043,PAY_430,2510.50,50.2100,9.0378,0.0000,2451.2522
SET_1044,PAY_431,2527.50,50.5500,9.0990,0.0000,2467.8510
SET_1044,PAY_432,2544.50,50.8900,9.1602,0.0000,2484.4498
SET_1044,PAY_433,2561.50,51.2300,9.2214,0.0000,2501.0486
SET_1044,PAY_434,2578.50,51.5700,9.2826,0.0000,2517.6474
SET_1044,PAY_435,15000.00,300.0000,54.0000,0.0000,14646.0000
SET_1044,PAY_436,2612.50,52.2500,9.4050,0.0000,2550.8450
SET_1044,PAY_437,2629.50,52.5900,9.4662,0.0000,2567.4438
SET_1044,PAY_438,2646.50,52.9300,9.5274,0.0000,2584.0426
SET_1044,PAY_439,2663.50,53.2700,9.5886,0.0000,2600.6414
SET_1044,PAY_440,2680.50,0.0000,0.0000,2680.50,0.0000
SET_1045,PAY_441,2697.50,53.9500,9.7110,120.0000,2513.8390
SET_1045,PAY_442,2714.50,54.2900,9.7722,0.0000,2650.4378
SET_1045,PAY_443,2731.50,54.6300,9.8334,0.0000,2667.0366
SET_1045,PAY_444,2748.50,54.9700,9.8946,0.0000,2683.6354
SET_1045,PAY_445,2765.50,55.3100,9.9558,0.0000,2700.2342
SET_1045,PAY_446,2782.50,55.6500,10.0170,0.0000,2716.8330
SET_1045,PAY_447,2799.50,55.9900,10.0782,0.0000,2733.4318
SET_1045,PAY_448,2816.50,56.3300,10.1394,0.0000,2750.0306
SET_1045,PAY_449,2833.50,56.6700,10.2006,0.0000,2766.6294
SET_1045,PAY_450,15000.00,300.0000,54.0000,0.0000,14646.0000
