payment_id,order_id,customer_id,amount,currency,payment_method,status,created_at,settlement_batch_id
PAY_241,ORD_1241,CUST_511,4197.50,INR,CARD,CAPTURED,2026-08-21T11:00:00,SET_1025
PAY_242,ORD_1242,CUST_512,4214.50,INR,NETBANKING,CAPTURED,2026-08-21T13:00:00,SET_1025
PAY_243,ORD_1243,CUST_513,4231.50,INR,UPI,CAPTURED,2026-08-21T15:00:00,SET_1025
PAY_244,ORD_1244,CUST_514,4248.50,INR,CARD,CAPTURED,2026-08-21T17:00:00,SET_1025
PAY_245,ORD_1245,CUST_515,4265.50,INR,NETBANKING,CAPTURED,2026-08-21T19:00:00,SET_1025
PAY_246,ORD_1246,CUST_516,4282.50,INR,UPI,CAPTURED,2026-08-21T21:00:00,SET_1025
PAY_247,ORD_1247,CUST_517,4299.50,INR,CARD,CAPTURED,2026-08-21T23:00:00,SET_1025
PAY_248,ORD_1248,CUST_518,4316.50,INR,NETBANKING,CAPTURED,2026-08-22T01:00:00,SET_1025
PAY_249,ORD_1249,CUST_519,4333.50,INR,UPI,CAPTURED,2026-08-22T03:00:00,SET_1025
PAY_250,ORD_1250,CUST_520,4350.50,INR,CARD,CAPTURED,2026-08-22T05:00:00,SET_1025
PAY_251,ORD_1251,CUST_521,4367.50,INR,NETBANKING,CAPTURED,2026-08-22T07:00:00,SET_1026
PAY_252,ORD_1252,CUST_522,4384.50,INR,UPI,CAPTURED,2026-08-22T09:00:00,SET_1026
PAY_253,ORD_1253,CUST_500,4401.50,INR,CARD,CAPTURED,2026-08-22T11:00:00,SET_1026
PAY_254,ORD_1254,CUST_501,4418.50,INR,NETBANKING,CAPTURED,2026-08-22T13:00:00,SET_1026
PAY_255,ORD_1255,CUST_502,15000.00,INR,UPI,CAPTURED,2026-08-22T15:00:00,SET_1026
PAY_256,ORD_1256,CUST_503,4452.50,INR,CARD,CAPTURED,2026-08-22T17:00:00,SET_1026
PAY_257,ORD_1257,CUST_504,4469.50,INR,NETBANKING,CAPTURED,2026-08-22T19:00:00,SET_1026
PAY_258,ORD_1258,CUST_505,4486.50,INR,UPI,CAPTURED,2026-08-22T21:00:00,SET_1026
PAY_259,ORD_1259,CUST_506,4503.50,INR,CARD,CAPTURED,2026-08-22T23:00:00,SET_1026
PAY_260,ORD_1260,CUST_507,4520.50,INR,NETBANKING,REFUNDED,2026-08-23T01:00:00,SET_1026
PAY_261,ORD_1261,CUST_508,4537.50,INR,UPI,CAPTURED,2026-08-23T03:00:00,SET_1027
PAY_262,ORD_1262,CUST_509,4554.50,INR,CARD,CAPTURED,2026-08-23T05:00:00,SET_1027
PAY_263,ORD_1263,CUST_510,4571.50,INR,NETBANKING,CAPTURED,2026-08-23T07:00:00,SET_1027
PAY_264,ORD_1264,CUST_511,4588.50,INR,UPI,CAPTURED,2026-08-23T09:00:00,SET_1027
PAY_265,ORD_1265,CUST_512,4605.50,INR,CARD,CAPTURED,2026-08-23T11:00:00,SET_1027
PAY_266,ORD_1266,CUST_513,4622.50,INR,NETBANKING,CAPTURED,2026-08-23T13:00:00,SET_1027
PAY_267,ORD_1267,CUST_514,4639.50,INR,UPI,CAPTURED,2026-08-23T15:00:00,SET_1027
PAY_268,ORD_1268,CUST_515,4656.50,INR,CARD,CAPTURED,2026-08-23T17:00:00,SET_1027
PAY_269,ORD_1269,CUST_516,4673.50,INR,NETBANKING,CAPTURED,2026-08-23T19:00:00,SET_1027
PAY_270,ORD_1270,CUST_517,15000.00,INR,UPI,CAPTURED,2026-08-23T21:00:00,SET_1027
PAY_271,ORD_1271,CUST_518,4707.50,INR,CARD,CAPTURED,2026-08-23T23:00:00,SET_1028
PAY_272,ORD_1272,CUST_519,4724.50,INR,NETBANKING,CAPTURED,2026-08-24T01:00:00,SET_1028
PAY_273,ORD_1273,CUST_520,4741.50,INR,UPI,CAPTURED,2026-08-24T03:00:00,SET_1028
PAY_274,ORD_1274,CUST_521,4758.50,INR,CARD,CAPTURED,2026-08-24T05:00:00,SET_1028
PAY_275,ORD_1275,CUST_522,4775.50,INR,NETBANKING,CAPTURED,2026-08-24T07:00:00,SET_1028
PAY_276,ORD_1276,CUST_500,4792.50,INR,UPI,CAPTURED,2026-08-24T09:00:00,SET_1028
PAY_277,ORD_1277,CUST_501,4809.50,INR,CARD,CAPTURED,2026-08-24T11:00:00,SET_1028
PAY_278,ORD_1278,CUST_502,4826.50,INR,NETBANKING,CAPTURED,2026-08-24T13:00:00,SET_1028
PAY_279,ORD_1279,CUST_503,4843.50,INR,UPI,CAPTURED,2026-08-24T15:00:00,SET_1028
PAY_280,ORD_1280,CUST_504,4860.50,INR,CARD,REFUNDED,2026-08-24T17:00:00,SET_1028
PAY_281,ORD_1281,CUST_505,4877.50,INR,NETBANKING,CAPTURED,2026-08-24T19:00:00,SET_1029
PAY_282,ORD_1282,CUST_506,4894.50,INR,UPI,CAPTURED,2026-08-24T21:00:00,SET_1029
PAY_283,ORD_1283,CUST_507,4911.50,INR,CARD,CAPTURED,2026-08-24T23:00:00,SET_1029
PAY_284,ORD_1284,CUST_508,4928.50,INR,NETBANKING,CAPTURED,2026-08-25T01:00:00,SET_1029
PAY_285,ORD_1285,CUST_509,15000.00,INR,UPI,CAPTURED,2026-08-25T03:00:00,SET_1029
PAY_286,ORD_1286,CUST_510,4962.50,INR,CARD,CAPTURED,2026-08-25T05:00:00,SET_1029
PAY_287,ORD_1287,CUST_511,4979.50,INR,NETBANKING,CAPTURED,2026-08-25T07:00:00,SET_1029
PAY_288,ORD_1288,CUST_512,4996.50,INR,UPI,CAPTURED,2026-08-25T09:00:00,SET_1029
PAY_289,ORD_1289,CUST_513,113.50,INR,CARD,CAPTURED,2026-08-25T11:00:00,SET_1029
PAY_290,ORD_1290,CUST_514,130.50,INR,NETBANKING,CAPTURED,2026-08-25T13:00:00,SET_1029
PAY_291,ORD_1291,CUST_515,147.50,INR,UPI,CAPTURED,2026-08-25T15:00:00,SET_1030
PAY_292,ORD_1292,CUST_516,164.50,INR,CARD,CAPTURED,2026-08-25T17:00:00,SET_1030
PAY_293,ORD_1293,CUST_517,181.50,INR,NETBANKING,CAPTURED,2026-08-25T19:00:00,SET_1030
PAY_294,ORD_1294,CUST_518,198.50,INR,UPI,CAPTURED,2026-08-25T21:00:00,SET_1030
PAY_295,ORD_1295,CUST_519,215.50,INR,CARD,CAPTURED,2026-08-25T23:00:00,SET_1030
PAY_296,ORD_1296,CUST_520,232.50,INR,NETBANKING,CAPTURED,2026-08-26T01:00:00,SET_1030
PAY_297,ORD_1297,CUST_521,249.50,INR,UPI,CAPTURED,2026-08-26T03:00:00,SET_1030
PAY_298,ORD_1298,CUST_522,266.50,INR,CARD,CAPTURED,2026-08-26T05:00:00,SET_1030
PAY_299,ORD_1299,CUST_500,283.50,INR,NETBANKING,CAPTURED,2026-08-26T07:00:00,SET_1030
PAY_300,ORD_1300,CUST_501,15000.00,INR,UPI,REFUNDED,2026-08-26T09:00:00,SET_1030
PAY_301,ORD_1301,CUST_502,317.50,INR,CARD,CAPTURED,2026-08-26T11:00:00,SET_1031
PAY_302,ORD_1302,CUST_503,334.50,INR,NETBANKING,CAPTURED,2026-08-26T13:00:00,SET_1031
PAY_303,ORD_1303,CUST_504,351.50,INR,UPI,CAPTURED,2026-08-26T15:00:00,SET_1031
PAY_304,ORD_1304,CUST_505,368.50,INR,CARD,CAPTURED,2026-08-26T17:00:00,SET_1031
PAY_305,ORD_1305,CUST_506,385.50,INR,NETBANKING,CAPTURED,2026-08-26T19:00:00,SET_1031
PAY_306,ORD_1306,CUST_507,402.50,INR,UPI,CAPTURED,2026-08-26T21:00:00,SET_1031
PAY_307,ORD_1307,CUST_508,419.50,INR,CARD,CAPTURED,2026-08-26T23:00:00,SET_1031
PAY_308,ORD_1308,CUST_509,436.50,INR,NETBANKING,CAPTURED,2026-08-27T01:00:00,SET_1031
PAY_309,ORD_1309,CUST_510,453.50,INR,UPI,CAPTURED,2026-08-27T03:00:00,SET_1031
PAY_310,ORD_1310,CUST_511,470.50,INR,CARD,CAPTURED,2026-08-27T05:00:00,SET_1031
PAY_311,ORD_1311,CUST_512,487.50,INR,NETBANKING,CAPTURED,2026-08-27T07:00:00,SET_1032
PAY_312,ORD_1312,CUST_513,504.50,INR,UPI,CAPTURED,2026-08-27T09:00:00,SET_1032
PAY_313,ORD_1313,CUST_514,521.50,INR,CARD,CAPTURED,2026-08-27T11:00:00,SET_1032
PAY_314,ORD_1314,CUST_515,538.50,INR,NETBANKING,CAPTURED,2026-08-27T13:00:00,SET_1032
PAY_315,ORD_1315,CUST_516,15000.00,INR,UPI,CAPTURED,2026-08-27T15:00:00,SET_1032
PAY_316,ORD_1316,CUST_517,572.50,INR,CARD,CAPTURED,2026-08-27T17:00:00,SET_1032
PAY_317,ORD_1317,CUST_518,589.50,INR,NETBANKING,CAPTURED,2026-08-27T19:00:00,SET_1032
PAY_318,ORD_1318,CUST_519,606.50,INR,UPI,CAPTURED,2026-08-27T21:00:00,SET_1032
PAY_319,ORD_1319,CUST_520,623.50,INR,CARD,CAPTURED,2026-08-27T23:00:00,SET_1032
PAY_320,ORD_1320,CUST_521,640.50,INR,NETBANKING,REFUNDED,2026-08-28T01:00:00,SET_1032
PAY_321,ORD_1321,CUST_522,657.50,INR,UPI,CAPTURED,2026-08-28T03:00:00,SET_1033
PAY_322,ORD_1322,CUST_500,674.50,INR,CARD,CAPTURED,2026-08-28T05:00:00,SET_1033
PAY_323,ORD_1323,CUST_501,691.50,INR,NETBANKING,CAPTURED,2026-08-28T07:00:00,SET_1033
PAY_324,ORD_1324,CUST_502,708.50,INR,UPI,CAPTURED,2026-08-28T09:00:00,SET_1033
PAY_325,ORD_1325,CUST_503,725.50,INR,CARD,CAPTURED,2026-08-28T11:00:00,SET_1033
PAY_326,ORD_1326,CUST_504,742.50,INR,NETBANKING,CAPTURED,2026-08-28T13:00:00,SET_1033
PAY_327,ORD_1327,CUST_505,759.50,INR,UPI,CAPTURED,2026-08-28T15:00:00,SET_1033
PAY_328,ORD_1328,CUST_506,776.50,INR,CARD,CAPTURED,2026-08-28T17:00:00,SET_1033
PAY_329,ORD_1329,CUST_507,793.50,INR,NETBANKING,CAPTURED,2026-08-28T19:00:00,SET_1033
PAY_330,ORD_1330,CUST_508,15000.00,INR,UPI,CAPTURED,2026-08-28T21:00:00,SET_1033
PAY_331,ORD_1331,CUST_509,827.50,INR,CARD,CAPTURED,2026-08-28T23:00:00,SET_1034
PAY_332,ORD_1332,CUST_510,844.50,INR,NETBANKING,CAPTURED,2026-08-29T01:00:00,SET_1034
PAY_333,ORD_1333,CUST_511,861.50,INR,UPI,CAPTURED,2026-08-29T03:00:00,SET_1034
PAY_334,ORD_1334,CUST_512,878.50,INR,CARD,CAPTURED,2026-08-29T05:00:00,SET_1034
PAY_335,ORD_1335,CUST_513,895.50,INR,NETBANKING,CAPTURED,2026-08-29T07:00:00,SET_1034
PAY_336,ORD_1336,CUST_514,912.50,INR,UPI,CAPTURED,2026-08-29T09:00:00,SET_1034
PAY_337,ORD_1337,CUST_515,929.50,INR,CARD,CAPTURED,2026-08-29T11:00:00,SET_1034
PAY_338,ORD_1338,CUST_516,946.50,INR,NETBANKING,CAPTURED,2026-08-29T13:00:00,SET_1034
PAY_339,ORD_1339,CUST_517,963.50,INR,UPI,CAPTURED,2026-08-29T15:00:00,SET_1034
PAY_340,ORD_1340,CUST_518,980.50,INR,CARD,REFUNDED,2026-08-29T17:00:00,SET_1034
PAY_341,ORD_1341,CUST_519,997.50,INR,NETBANKING,CAPTURED,2026-08-29T19:00:00,SET_1035
PAY_342,ORD_1342,CUST_520,1014.50,INR,UPI,CAPTURED,2026-08-29T21:00:00,SET_1035
PAY_343,ORD_1343,CUST_521,1031.50,INR,CARD,CAPTURED,2026-08-29T23:00:00,SET_1035
PAY_344,ORD_1344,CUST_522,1048.50,INR,NETBANKING,CAPTURED,2026-08-30T01:00:00,SET_1035
PAY_345,ORD_1345,CUST_500,15000.00,INR,UPI,CAPTURED,2026-08-30T03:00:00,SET_1035
PAY_346,ORD_1346,CUST_501,1082.50,INR,CARD,CAPTURED,2026-08-30T05:00:00,SET_1035
PAY_347,ORD_1347,CUST_502,1099.50,INR,NETBANKING,CAPTURED,2026-08-30T07:00:00,SET_1035
PAY_348,ORD_1348,CUST_503,1116.50,INR,UPI,CAPTURED,2026-08-30T09:00:00,SET_1035
PAY_349,ORD_1349,CUST_504,1133.50,INR,CARD,CAPTURED,2026-08-30T11:00:00,SET_1035
PAY_350,ORD_1350,CUST_505,1150.50,INR,NETBANKING,CAPTURED,2026-08-30T13:00:00,SET_1035
PAY_351,ORD_1351,CUST_506,1167.50,INR,UPI,CAPTURED,2026-08-30T15:00:00,SET_1036
PAY_352,ORD_1352,CUST_507,1184.50,INR,CARD,CAPTURED,2026-08-30T17:00:00,SET_1036
PAY_353,ORD_1353,CUST_508,1201.50,INR,NETBANKING,CAPTURED,2026-08-30T19:00:00,SET_1036
PAY_354,ORD_1354,CUST_509,1218.50,INR,UPI,CAPTURED,2026-08-30T21:00:00,SET_1036
PAY_355,ORD_1355,CUST_510,1235.50,INR,CARD,CAPTURED,2026-08-30T23:00:00,SET_1036
PAY_356,ORD_1356,CUST_511,1252.50,INR,NETBANKING,CAPTURED,2026-08-31T01:00:00,SET_1036
PAY_357,ORD_1357,CUST_512,1269.50,INR,UPI,CAPTURED,2026-08-31T03:00:00,SET_1036
PAY_358,ORD_1358,CUST_513,1286.50,INR,CARD,CAPTURED,2026-08-31T05:00:00,SET_1036
PAY_359,ORD_1359,CUST_514,1303.50,INR,NETBANKING,CAPTURED,2026-08-31T07:00:00,SET_1036
PAY_360,ORD_1360,CUST_515,15000.00,INR,UPI,REFUNDED,2026-08-31T09:00:00,SET_1036
PAY_361,ORD_1361,CUST_516,1337.50,INR,CARD,CAPTURED,2026-08-31T11:00:00,SET_1037
PAY_362,ORD_1362,CUST_517,1354.50,INR,NETBANKING,CAPTURED,2026-08-31T13:00:00,SET_1037
PAY_363,ORD_1363,CUST_518,1371.50,INR,UPI,CAPTURED,2026-08-31T15:00:00,SET_1037
PAY_364,ORD_1364,CUST_519,1388.50,INR,CARD,CAPTURED,2026-08-31T17:00:00,SET_1037
PAY_365,ORD_1365,CUST_520,1405.50,INR,NETBANKING,CAPTURED,2026-08-31T19:00:00,SET_1037
PAY_366,ORD_1366,CUST_521,1422.50,INR,UPI,CAPTURED,2026-08-31T21:00:00,SET_1037
PAY_367,ORD_1367,CUST_522,1439.50,INR,CARD,CAPTURED,2026-08-31T23:00:00,SET_1037
PAY_368,ORD_1368,CUST_500,1456.50,INR,NETBANKING,CAPTURED,2026-09-01T01:00:00,SET_1037
PAY_369,ORD_1369,CUST_501,1473.50,INR,UPI,CAPTURED,2026-09-01T03:00:00,SET_1037
PAY_370,ORD_1370,CUST_502,1490.50,INR,CARD,CAPTURED,2026-09-01T05:00:00,SET_1037
PAY_371,ORD_1371,CUST_503,1507.50,INR,NETBANKING,CAPTURED,2026-09-01T07:00:00,SET_1038
PAY_372,ORD_1372,CUST_504,1524.50,INR,UPI,CAPTURED,2026-09-01T09:00:00,SET_1038
PAY_373,ORD_1373,CUST_505,1541.50,INR,CARD,CAPTURED,2026-09-01T11:00:00,SET_1038
PAY_374,ORD_1374,CUST_506,1558.50,INR,NETBANKING,CAPTURED,2026-09-01T13:00:00,SET_1038
PAY_375,ORD_1375,CUST_507,15000.00,INR,UPI,CAPTURED,2026-09-01T15:00:00,SET_1038
PAY_376,ORD_1376,CUST_508,1592.50,INR,CARD,CAPTURED,2026-09-01T17:00:00,SET_1038
PAY_377,ORD_1377,CUST_509,1609.50,INR,NETBANKING,CAPTURED,2026-09-01T19:00:00,SET_1038
PAY_378,ORD_1378,CUST_510,1626.50,INR,UPI,CAPTURED,2026-09-01T21:00:00,SET_1038
PAY_379,ORD_1379,CUST_511,1643.50,INR,CARD,CAPTURED,2026-09-01T23:00:00,SET_1038
PAY_380,ORD_1380,CUST_512,1660.50,INR,NETBANKING,REFUNDED,2026-09-02T01:00:00,SET_1038
PAY_381,ORD_1381,CUST_513,1677.50,INR,UPI,CAPTURED,2026-09-02T03:00:00,SET_1039
PAY_382,ORD_1382,CUST_514,1694.50,INR,CARD,CAPTURED,2026-09-02T05:00:00,SET_1039
PAY_383,ORD_1383,CUST_515,1711.50,INR,NETBANKING,CAPTURED,2026-09-02T07:00:00,SET_1039
PAY_384,ORD_1384,CUST_516,1728.50,INR,UPI,CAPTURED,2026-09-02T09:00:00,SET_1039
PAY_385,ORD_1385,CUST_517,1745.50,INR,CARD,CAPTURED,2026-09-02T11:00:00,SET_1039
PAY_386,ORD_1386,CUST_518,1762.50,INR,NETBANKING,CAPTURED,2026-09-02T13:00:00,SET_1039
PAY_387,ORD_1387,CUST_519,1779.50,INR,UPI,CAPTURED,2026-09-02T15:00:00,SET_1039
PAY_388,ORD_1388,CUST_520,1796.50,INR,CARD,CAPTURED,2026-09-02T17:00:00,SET_1039
PAY_389,ORD_1389,CUST_521,1813.50,INR,NETBANKING,CAPTURED,2026-09-02T19:00:00,SET_1039
PAY_390,ORD_1390,CUST_522,15000.00,INR,UPI,CAPTURED,2026-09-02T21:00:00,SET_1039
PAY_391,ORD_1391,CUST_500,1847.50,INR,CARD,CAPTURED,2026-09-02T23:00:00,SET_1040
PAY_392,ORD_1392,CUST_501,1864.50,INR,NETBANKING,CAPTURED,2026-09-03T01:00:00,SET_1040
PAY_393,ORD_1393,CUST_502,1881.50,INR,UPI,CAPTURED,2026-09-03T03:00:00,SET_1040
PAY_394,ORD_1394,CUST_503,1898.50,INR,CARD,CAPTURED,2026-09-03T05:00:00,SET_1040
PAY_395,ORD_1395,CUST_504,1915.50,INR,NETBANKING,CAPTURED,2026-09-03T07:00:00,SET_1040
PAY_396,ORD_1396,CUST_505,1932.50,INR,UPI,CAPTURED,2026-09-03T09:00:00,SET_1040
PAY_397,ORD_1397,CUST_506,1949.50,INR,CARD,CAPTURED,2026-09-03T11:00:00,SET_1040
PAY_398,ORD_1398,CUST_507,1966.50,INR,NETBANKING,CAPTURED,2026-09-03T13:00:00,SET_1040
PAY_399,ORD_1399,CUST_508,1983.50,INR,UPI,CAPTURED,2026-09-03T15:00:00,SET_1040
PAY_400,ORD_1400,CUST_509,2000.50,INR,CARD,REFUNDED,2026-09-03T17:00:00,SET_1040
PAY_401,ORD_1401,CUST_510,2017.50,INR,NETBANKING,CAPTURED,2026-09-03T19:00:00,SET_1041
PAY_402,ORD_1402,CUST_511,2034.50,INR,UPI,CAPTURED,2026-09-03T21:00:00,SET_1041
PAY_403,ORD_1403,CUST_512,2051.50,INR,CARD,CAPTURED,2026-09-03T23:00:00,SET_1041
PAY_404,ORD_1404,CUST_513,2068.50,INR,NETBANKING,CAPTURED,2026-09-04T01:00:00,SET_1041
PAY_405,ORD_1405,CUST_514,15000.00,INR,UPI,CAPTURED,2026-09-04T03:00:00,SET_1041
PAY_406,ORD_1406,CUST_515,2102.50,INR,CARD,CAPTURED,2026-09-04T05:00:00,SET_1041
PAY_407,ORD_1407,CUST_516,2119.50,INR,NETBANKING,CAPTURED,2026-09-04T07:00:00,SET_1041
PAY_408,ORD_1408,CUST_517,2136.50,INR,UPI,CAPTURED,2026-09-04T09:00:00,SET_1041
PAY_409,ORD_1409,CUST_518,2153.50,INR,CARD,CAPTURED,2026-09-04T11:00:00,SET_1041
PAY_410,ORD_1410,CUST_519,2170.50,INR,NETBANKING,CAPTURED,2026-09-04T13:00:00,SET_1041
PAY_411,ORD_1411,CUST_520,2187.50,INR,UPI,CAPTURED,2026-09-04T15:00:00,SET_1042
PAY_412,ORD_1412,CUST_521,2204.50,INR,CARD,CAPTURED,2026-09-04T17:00:00,SET_1042
PAY_413,ORD_1413,CUST_522,2221.50,INR,NETBANKING,CAPTURED,2026-09-04T19:00:00,SET_1042
PAY_414,ORD_1414,CUST_500,2238.50,INR,UPI,CAPTURED,2026-09-04T21:00:00,SET_1042
PAY_415,ORD_1415,CUST_501,2255.50,INR,CARD,CAPTURED,2026-09-04T23:00:00,SET_1042
PAY_416,ORD_1416,CUST_502,2272.50,INR,NETBANKING,CAPTURED,2026-09-05T01:00:00,SET_1042
PAY_417,ORD_1417,CUST_503,2289.50,INR,UPI,CAPTURED,2026-09-05T03:00:00,SET_1042
PAY_418,ORD_1418,CUST_504,2306.50,INR,CARD,CAPTURED,2026-09-05T05:00:00,SET_1042
PAY_419,ORD_1419,CUST_505,2323.50,INR,NETBANKING,CAPTURED,2026-09-05T07:00:00,SET_1042
PAY_420,ORD_1420,CUST_506,15000.00,INR,UPI,REFUNDED,2026-09-05T09:00:00,SET_1042
PAY_421,ORD_1421,CUST_507,2357.50,INR,CARD,CAPTURED,2026-09-05T11:00:00,SET_1043
PAY_422,ORD_1422,CUST_508,2374.50,INR,NETBANKING,CAPTURED,2026-09-05T13:00:00,SET_1043
PAY_423,ORD_1423,CUST_509,2391.50,INR,UPI,CAPTURED,2026-09-05T15:00:00,SET_1043
PAY_424,ORD_1424,CUST_510,2408.50,INR,CARD,CAPTURED,2026-09-05T17:00:00,SET_1043
PAY_425,ORD_1425,CUST_511,2425.50,INR,NETBANKING,CAPTURED,2026-09-05T19:00:00,SET_1043
PAY_426,ORD_1426,CUST_512,2442.50,INR,UPI,CAPTURED,2026-09-05T21:00:00,SET_1043
PAY_427,ORD_1427,CUST_513,2459.50,INR,CARD,CAPTURED,2026-09-05T23:00:00,SET_1043
PAY_428,ORD_1428,CUST_514,2476.50,INR,NETBANKING,CAPTURED,2026-09-06T01:00:00,SET_1043
PAY_429,ORD_1429,CUST_515,2493.50,INR,UPI,CAPTURED,2026-09-06T03:00:00,SET_1043
PAY_430,ORD_1430,CUST_516,2510.50,INR,CARD,CAPTURED,2026-09-06T05:00:00,SET_1043
PAY_431,ORD_1431,CUST_517,2527.50,INR,NETBANKING,CAPTURED,2026-09-06T07:00:00,SET_1044
PAY_432,ORD_1432,CUST_518,2544.50,INR,UPI,CAPTURED,2026-09-06T09:00:00,SET_1044
PAY_433,ORD_1433,CUST_519,2561.50,INR,CARD,CAPTURED,2026-09-06T11:00:00,SET_1044
PAY_434,ORD_1434,CUST_520,2578.50,INR,NETBANKING,CAPTURED,2026-09-06T13:00:00,SET_1044
PAY_435,ORD_1435,CUST_521,15000.00,INR,UPI,CAPTURED,2026-09-06T15:00:00,SET_1044
PAY_436,ORD_1436,CUST_522,2612.50,INR,CARD,CAPTURED,2026-09-06T17:00:00,SET_1044
PAY_437,ORD_1437,CUST_500,2629.50,INR,NETBANKING,CAPTURED,2026-09-06T19:00:00,SET_1044
PAY_438,ORD_1438,CUST_501,2646.50,INR,UPI,CAPTURED,2026-09-06T21:00:00,SET_1044
PAY_439,ORD_1439,CUST_502,2663.50,INR,CARD,CAPTURED,2026-09-06T23:00:00,SET_1044
PAY_440,ORD_1440,CUST_503,2680.50,INR,NETBANKING,REFUNDED,2026-09-07T01:00:00,SET_1044
PAY_441,ORD_1441,CUST_504,2697.50,INR,UPI,CAPTURED,2026-09-07T03:00:00,SET_1045
PAY_442,ORD_1442,CUST_505,2714.50,INR,CARD,CAPTURED,2026-09-07T05:00:00,SET_1045
PAY_443,ORD_1443,CUST_506,2731.50,INR,NETBANKING,CAPTURED,2026-09-07T07:00:00,SET_1045
PAY_444,ORD_1444,CUST_507,2748.50,INR,UPI,CAPTURED,2026-09-07T09:00:00,SET_1045
PAY_445,ORD_1445,CUST_508,2765.50,INR,CARD,CAPTURED,2026-09-07T11:00:00,SET_1045
PAY_446,ORD_1446,CUST_509,2782.50,INR,NETBANKING,CAPTURED,2026-09-07T13:00:00,SET_1045
PAY_447,ORD_1447,CUST_510,2799.50,INR,UPI,CAPTURED,2026-09-07T15:00:00,SET_1045
PAY_448,ORD_1448,CUST_511,2816.50,INR,CARD,CAPTURED,2026-09-07T17:00:00,SET_1045
PAY_449,ORD_1449,CUST_512,2833.50,INR,NETBANKING,CAPTURED,2026-09-07T19:00:00,SET_1045
PAY_450,ORD_1450,CUST_513,15000.00,INR,UPI,CAPTURED,2026-09-07T21:00:00,SET_1045
PAY_451,ORD_1451,CUST_514,2867.50,INR,CARD,CAPTURED,2026-09-07T23:00:00,
PAY_452,ORD_1452,CUST_515,2884.50,INR,NETBANKING,CAPTURED,2026-09-08T01:00:00,
PAY_453,ORD_1453,CUST_516,2901.50,INR,UPI,CAPTURED,2026-09-08T03:00:00,
PAY_454,ORD_1454,CUST_517,2918.50,INR,CARD,CAPTURED,2026-09-08T05:00:00,
PAY_455,ORD_1455,CUST_518,2935.50,INR,NETBANKING,CAPTURED,2026-09-08T07:00:00,
PAY_456,ORD_1456,CUST_519,2952.50,INR,UPI,CAPTURED,2026-09-08T09:00:00,
PAY_457,ORD_1457,CUST_520,2969.50,INR,CARD,CAPTURED,2026-09-08T11:00:00,
PAY_458,ORD_1458,CUST_521,2986.50,INR,NETBANKING,CAPTURED,2026-09-08T13:00:00,
PAY_459,ORD_1459,CUST_522,3003.50,INR,UPI,CAPTURED,2026-09-08T15:00:00,
PAY_460,ORD_1460,CUST_500,3020.50,INR,CARD,REFUNDED,2026-09-08T17:00:00,
PAY_461,ORD_1461,CUST_501,3037.50,INR,NETBANKING,CAPTURED,2026-09-08T19:00:00,
PAY_462,ORD_1462,CUST_502,3054.50,INR,UPI,CAPTURED,2026-09-08T21:00:00,
PAY_463,ORD_1463,CUST_503,3071.50,INR,CARD,CAPTURED,2026-09-08T23:00:00,
PAY_464,ORD_1464,CUST_504,3088.50,INR,NETBANKING,CAPTURED,2026-09-09T01:00:00,
PAY_465,ORD_1465,CUST_505,15000.00,INR,UPI,CAPTURED,2026-09-09T03:00:00,
PAY_466,ORD_1466,CUST_506,3122.50,INR,CARD,CAPTURED,2026-09-09T05:00:00,
PAY_467,ORD_1467,CUST_507,3139.50,INR,NETBANKING,CAPTURED,2026-09-09T07:00:00,
PAY_468,ORD_1468,CUST_508,3156.50,INR,UPI,CAPTURED,2026-09-09T09:00:00,
PAY_469,ORD_1469,CUST_509,3173.50,INR,CARD,CAPTURED,2026-09-09T11:00:00,
PAY_470,ORD_1470,CUST_510,3190.50,INR,NETBANKING,CAPTURED,2026-09-09T13:00:00,
PAY_471,ORD_1471,CUST_511,3207.50,INR,UPI,CAPTURED,2026-09-09T15:00:00,
PAY_472,ORD_1472,CUST_512,3224.50,INR,CARD,CAPTURED,2026-09-09T17:00:00,
PAY_473,ORD_1473,CUST_513,3241.50,INR,NETBANKING,CAPTURED,2026-09-09T19:00:00,
PAY_474,ORD_1474,CUST_514,3258.50,INR,UPI,CAPTURED,2026-09-09T21:00:00,
PAY_475,ORD_1475,CUST_515,3275.50,INR,CARD,CAPTURED,2026-09-09T23:00:00,
PAY_476,ORD_1476,CUST_516,3292.50,INR,NETBANKING,CAPTURED,2026-09-10T01:00:00,
PAY_477,ORD_1477,CUST_517,3309.50,INR,UPI,CAPTURED,2026-09-10T03:00:00,
PAY_478,ORD_1478,CUST_518,3326.50,INR,CARD,CAPTURED,2026-09-10T05:00:00,
PAY_479,ORD_1479,CUST_519,3343.50,INR,NETBANKING,CAPTURED,2026-09-10T07:00:00,
PAY_480,ORD_1480,CUST_520,15000.00,INR,UPI,REFUNDED,2026-09-10T09:00:00,
PAY_481,ORD_1481,CUST_521,3377.50,INR,CARD,CAPTURED,2026-09-10T11:00:00,
PAY_482,ORD_1482,CUST_522,3394.50,INR,NETBANKING,CAPTURED,2026-09-10T13:00:00,
PAY_483,ORD_1483,CUST_500,3411.50,INR,UPI,CAPTURED,2026-09-10T15:00:00,
PAY_484,ORD_1484,CUST_501,3428.50,INR,CARD,CAPTURED,2026-09-10T17:00:00,
